,ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,DEFAULT_PAYMENT_NEXT_MONTH,TOTAL_BILL_AMT,TOTAL_PAY_AMT
7572,7573,40000,1,2,1,37,1,2,0,0,0,0,0,88850,11000
7573,7574,280000,1,1,2,26,0,0,0,0,2,2,0,1569744,60900
7574,7575,90000,2,2,1,31,-1,-1,-2,-2,-2,-2,0,350,0
7575,7576,180000,2,2,2,39,0,0,0,0,0,0,0,705298,36822
7576,7577,50000,1,2,2,30,0,0,0,0,0,0,1,148448,7281
7577,7578,320000,1,2,2,27,0,0,0,0,0,0,0,917657,41012
7578,7579,70000,1,2,1,38,0,0,0,0,0,0,0,269448,9518
7579,7580,260000,2,1,2,36,1,2,2,2,2,2,1,9281,3950
7580,7581,360000,1,1,1,38,0,0,0,0,0,0,0,720782,109690
7581,7582,100000,2,2,2,38,0,0,0,0,0,0,0,382709,11214
7582,7583,100000,2,1,1,32,-1,-1,-1,-1,-1,0,1,2990,2565
7583,7584,140000,2,2,1,39,0,0,0,0,0,0,0,817962,34610
7584,7585,90000,2,2,2,28,1,2,2,2,0,0,0,525082,24000
7585,7586,220000,1,1,2,25,-1,-1,0,0,0,0,0,453646,115444
7586,7587,260000,2,1,2,34,-2,-2,-2,-2,-2,-2,0,9219,3982
7587,7588,260000,2,1,1,42,-1,-1,-1,-2,-2,-2,0,1062,984
7588,7589,20000,1,1,2,24,-1,-1,-1,0,0,-2,0,44920,20200
7589,7590,50000,2,1,2,27,2,0,0,0,0,0,0,279267,21290
7590,7591,70000,2,2,2,23,0,0,0,0,0,0,0,362436,17500
7591,7592,170000,2,2,1,36,2,2,2,2,2,2,1,103602,6500
7592,7593,30000,2,2,2,22,0,0,0,0,0,0,0,164417,16478
7593,7594,200000,1,2,2,68,0,0,0,0,0,0,0,1045002,39717
7594,7595,50000,2,2,2,39,0,0,0,0,0,0,0,108068,5854
7595,7596,50000,1,2,2,30,1,-2,-2,-2,-2,-2,0,0,0
7596,7597,470000,2,2,1,35,0,0,0,0,0,0,0,360533,15321
7597,7598,20000,2,1,2,22,-1,-1,-1,-1,0,-1,1,39014,22303
7598,7599,50000,1,2,2,26,2,-1,-1,-1,-1,-1,0,1455,2037
7599,7600,360000,2,2,1,56,0,0,0,0,0,0,0,2647285,79669
7601,7602,140000,2,1,2,26,-1,-1,-1,-1,-1,-1,0,15687,9479
7602,7603,10000,2,3,1,47,0,0,0,0,0,0,1,21937,2776
7603,7604,90000,2,1,2,30,0,0,2,0,0,0,0,131165,9700
7604,7605,200000,2,2,1,46,-1,-1,-1,0,0,0,0,59749,38527
7605,7606,390000,2,2,1,39,-1,-1,-1,-1,-1,0,0,33882,19690
7606,7607,90000,2,2,2,25,0,0,0,0,0,0,1,490472,20305
7607,7608,130000,2,1,2,27,1,-1,0,0,-1,-1,0,7271,8005
7608,7609,120000,2,2,2,33,1,-1,2,-1,3,2,1,4896,3878
7609,7610,160000,2,2,1,35,-1,-1,-2,-2,-1,-1,0,2442,2070
7610,7611,70000,2,2,2,24,2,2,-1,2,2,2,0,384610,72349
7611,7612,80000,1,3,1,60,0,0,0,0,0,0,0,248879,16141
7612,7613,250000,2,2,2,36,0,0,0,0,0,0,0,324635,11714
7613,7614,240000,1,2,2,37,0,0,0,0,0,0,0,1028587,37000
7614,7615,50000,2,2,2,49,0,0,0,0,0,0,0,52387,16054
7615,7616,30000,2,3,2,23,0,0,0,0,-1,-1,0,14923,3706
7616,7617,50000,1,3,1,51,2,0,0,0,0,0,1,214356,8600
7617,7618,80000,2,2,2,24,-1,-1,2,0,0,0,1,16003,2580
7618,7619,130000,1,2,1,47,0,0,0,0,0,-2,0,355939,10706
7619,7620,50000,1,3,2,23,0,0,0,0,0,0,0,175254,25332
7620,7621,200000,1,2,1,39,1,-2,-2,-2,-1,2,0,-530,15090
7621,7622,140000,1,3,1,33,0,0,0,0,0,0,0,447611,13837
7622,7623,30000,2,1,2,23,0,0,0,0,0,0,0,128801,9400
7623,7624,20000,2,1,2,25,1,2,2,2,2,2,0,96561,10200
7624,7625,70000,1,2,2,29,0,0,0,0,2,2,0,126812,7800
7626,7627,410000,1,1,1,42,0,0,0,0,0,0,0,200313,16800
7627,7628,250000,1,1,1,41,-1,-1,-1,-1,-1,-1,1,6570,6180
7628,7629,140000,2,2,2,27,2,0,0,0,0,0,1,828090,33329
7629,7630,90000,2,1,2,26,0,0,0,0,0,0,0,103295,30028
7630,7631,340000,1,1,1,38,-1,-1,-1,-1,-1,-1,0,40419,45354
7631,7632,230000,2,2,1,28,-1,-1,-1,-1,-1,-1,0,4671,11081
7632,7633,80000,1,3,2,33,0,0,2,2,2,2,0,207358,13600
7633,7634,50000,2,2,2,42,0,0,0,0,0,0,1,140372,30337
7634,7635,60000,2,2,1,35,0,0,0,0,0,0,0,293854,10300
7635,7636,50000,2,2,2,24,0,0,0,0,2,0,0,64091,5267
7636,7637,210000,2,2,2,28,0,0,0,0,0,0,0,589744,19755
7637,7638,140000,2,1,2,27,0,0,0,0,0,0,0,734924,27900
7638,7639,20000,1,3,2,32,0,0,0,0,2,2,0,36875,3588
7640,7641,230000,1,1,2,32,-2,-2,-2,-2,-2,-2,0,13980,2223
7641,7642,210000,1,2,2,27,0,0,0,0,0,0,0,171128,8006
7642,7643,20000,1,2,2,34,0,0,0,0,0,0,0,124672,13195
7643,7644,50000,2,2,2,24,0,0,0,0,0,2,0,284780,10809
7644,7645,30000,1,3,2,49,0,-1,-1,0,-1,-1,0,91124,51478
7645,7646,50000,2,2,2,36,0,0,0,0,0,0,1,180438,7351
7646,7647,150000,2,1,1,30,1,2,-1,0,-1,2,0,85420,72007
7647,7648,160000,1,2,1,57,-1,2,2,-1,-1,-1,0,2869,2287
7648,7649,90000,2,3,1,42,0,0,0,0,0,0,0,65039,3607
7649,7650,150000,1,2,1,39,-1,-1,-1,-1,-1,-1,0,65420,55391
7650,7651,200000,1,3,2,36,-2,-2,-2,-2,-2,-2,1,45810,40714
7651,7652,170000,1,1,1,40,0,0,0,0,0,0,0,1017402,40368
7652,7653,100000,2,2,1,38,0,0,0,0,0,2,0,538121,24000
7653,7654,20000,1,3,1,39,0,0,0,0,0,0,0,81011,4111
7654,7655,30000,1,1,2,24,0,0,0,0,0,0,0,169027,8150
7655,7656,200000,1,1,2,32,0,0,0,-2,-2,-2,0,74386,2000
7656,7657,180000,1,2,1,46,-1,-1,-1,-1,-1,-1,0,2490,2235
7657,7658,160000,2,2,1,44,1,-1,0,0,0,-2,0,18689,6753
7658,7659,80000,2,2,2,31,1,2,0,0,2,2,0,342661,16100
7659,7660,70000,2,1,1,36,2,0,0,0,0,0,0,363387,18000
7660,7661,80000,1,3,2,44,2,0,0,0,-2,-2,1,229057,4673
7661,7662,50000,1,2,2,45,0,0,0,0,0,0,1,203376,6648
7662,7663,140000,2,2,1,58,2,2,2,2,2,2,1,440213,14700
7663,7664,90000,2,2,1,50,0,0,-1,-1,-1,-1,0,162019,47627
7664,7665,120000,2,1,2,27,-1,-1,-2,-2,-2,-2,0,19333,0
7665,7666,80000,2,2,2,33,-2,-2,-1,-1,0,0,0,250600,67228
7666,7667,20000,1,2,2,43,4,3,2,0,0,0,1,150492,54301
7667,7668,20000,1,1,2,28,1,2,-1,0,0,0,0,72543,20400
7668,7669,440000,2,2,2,34,-2,-2,-2,-2,-2,-2,0,4507,4541
7669,7670,310000,2,2,1,28,0,0,0,0,0,0,0,657088,132000
7670,7671,80000,2,2,2,25,-2,-2,-2,-2,-2,-1,0,442,1544
7671,7672,200000,1,1,2,28,-2,-1,2,0,0,2,0,420058,106500
7672,7673,300000,2,2,1,34,1,2,0,0,0,-1,1,30806,11206
7673,7674,140000,2,2,1,35,0,0,0,0,0,-1,0,46990,13693
7674,7675,230000,2,2,1,43,-1,-1,-1,-1,-1,-1,0,26458,27870
7675,7676,130000,2,3,1,38,0,0,0,0,0,0,1,427624,14286
7676,7677,40000,2,5,1,48,0,0,0,0,0,0,0,198468,4692
7677,7678,20000,2,3,1,23,0,0,0,0,2,2,0,112158,6987
7678,7679,90000,2,2,2,26,0,0,0,0,0,0,0,228042,16500
7679,7680,50000,2,3,2,41,2,2,2,2,2,2,1,152398,6848
7680,7681,220000,1,2,1,49,0,0,0,0,0,0,0,865110,64488
7682,7683,240000,1,3,1,48,0,0,0,0,0,0,0,771225,43000
7683,7684,400000,2,2,2,40,1,-2,-2,-2,-2,-2,0,0,0
7684,7685,120000,1,1,2,30,-1,-1,-1,-2,-1,2,0,2378,11314
7685,7686,280000,2,1,1,37,1,-2,-2,-1,-1,-1,0,4215,4513
7686,7687,390000,2,2,2,28,-1,-1,-1,-1,-1,-1,0,11597,12382
7687,7688,340000,2,1,1,46,-1,-1,-1,-1,-1,-1,0,171905,218853
7688,7689,10000,1,2,2,47,-1,-1,-1,-1,-1,0,1,27527,31800
7689,7690,110000,1,2,1,35,0,0,0,0,0,0,1,346737,44033
7690,7691,100000,1,2,2,31,0,0,0,-2,-2,-2,0,173622,5000
7691,7692,130000,2,2,1,25,0,0,0,0,0,0,0,519541,34302
7692,7693,230000,1,2,1,45,2,2,2,2,0,0,0,973017,24800
7693,7694,290000,2,2,1,39,0,0,0,0,2,2,1,1720044,64828
7694,7695,50000,1,1,2,29,0,0,0,0,0,0,0,119902,8000
7695,7696,120000,2,1,2,27,-2,-2,-2,-2,-2,-2,0,80836,68053
7696,7697,240000,2,1,1,36,-1,-1,-1,0,-1,-1,1,34695,22080
7697,7698,360000,2,1,2,32,0,0,0,0,0,0,0,842061,30137
7698,7699,110000,2,3,2,31,0,0,0,0,0,0,0,402313,14322
7699,7700,60000,2,3,2,23,0,0,0,0,-1,0,0,108691,34387
7700,7701,130000,1,1,2,33,1,-2,-2,-1,0,0,1,14975,8495
7701,7702,250000,2,1,1,31,-1,-1,-1,-1,-1,-2,0,7642,7376
7702,7703,410000,1,3,2,38,-1,-1,-1,-1,-1,-1,0,18791,14035
7703,7704,130000,2,3,2,53,0,0,0,0,0,0,0,560920,21403
7704,7705,200000,1,1,2,38,0,0,0,2,2,2,0,1146522,43384
7705,7706,60000,2,1,2,25,2,2,0,0,0,0,0,219123,7493
7706,7707,20000,1,1,2,25,-2,-2,-2,-2,-2,-2,0,14648,34184
7707,7708,20000,1,2,1,37,0,0,0,0,2,0,0,67837,5935
7708,7709,380000,2,2,1,50,0,0,0,0,2,2,0,1770119,112734
7709,7710,80000,1,3,1,47,0,0,0,0,-1,0,1,348032,53063
7710,7711,160000,1,2,2,31,0,0,0,0,0,0,0,152997,7314
7711,7712,50000,1,1,2,23,1,2,0,0,0,0,0,230395,7900
7712,7713,50000,1,2,1,34,0,0,0,0,0,0,0,119095,8156
7713,7714,310000,1,2,1,34,0,0,0,0,0,0,0,410482,23000
7714,7715,130000,1,2,2,30,0,0,0,0,2,2,0,612821,25800
7715,7716,180000,1,1,2,33,0,0,2,0,0,0,0,161544,5609
7716,7717,130000,2,2,1,43,0,0,0,0,0,0,0,627080,25881
7717,7718,50000,1,1,1,35,0,0,0,0,0,0,0,290658,36749
7718,7719,150000,2,2,1,30,1,2,0,0,0,0,1,183518,27935
7719,7720,230000,2,1,2,25,0,0,0,0,0,-2,0,72800,12939
7720,7721,20000,2,1,2,23,0,0,0,0,0,0,0,118128,7304
7721,7722,360000,2,1,1,33,1,-2,-2,-2,-2,-2,1,0,0
7722,7723,180000,2,1,1,31,1,-2,-2,-1,-1,-2,0,2537,2537
7723,7724,280000,1,2,1,37,0,0,0,0,0,0,0,1142893,45127
7724,7725,90000,2,1,2,23,-1,0,0,2,2,2,1,61518,8200
7725,7726,210000,1,2,1,41,1,2,0,0,0,0,0,629663,17600
7726,7727,240000,1,1,2,30,1,-2,-2,-2,-2,-2,1,0,0
7727,7728,200000,2,1,1,49,-1,-1,-2,-2,-2,-2,0,4434,0
7728,7729,180000,2,1,1,35,0,0,0,0,0,0,0,295443,35163
7729,7730,190000,1,3,1,44,1,-1,2,0,0,0,0,7352,4000
7730,7731,50000,2,3,1,53,-1,-1,-1,-1,-1,-1,0,26819,27773
7731,7732,80000,2,5,1,23,-1,-1,-1,0,0,0,0,87807,37432
7732,7733,50000,1,2,2,23,2,2,0,0,0,0,1,104488,7000
7733,7734,130000,1,1,2,29,0,0,-2,-2,-2,-2,0,102590,0
7734,7735,30000,2,2,1,52,2,2,2,2,2,2,1,124527,6500
7735,7736,30000,2,1,2,28,0,0,0,0,0,-1,0,106727,22500
7736,7737,50000,1,2,2,24,0,0,2,2,0,0,1,137793,7262
7737,7738,360000,2,1,1,41,0,0,0,0,0,0,0,615219,104000
7738,7739,80000,2,2,2,24,2,0,0,0,0,0,1,247217,18104
7739,7740,460000,1,1,2,33,0,0,0,0,0,0,0,977788,36362
7740,7741,200000,1,1,1,48,-1,-1,-1,-1,-1,-1,0,26330,22135
7741,7742,50000,1,2,2,22,0,0,0,-1,-1,0,1,176774,46129
7742,7743,370000,2,2,2,28,0,0,0,0,0,0,0,421633,37889
7743,7744,20000,2,2,1,42,3,2,2,2,2,2,1,118899,5150
7744,7745,50000,2,1,2,24,0,0,0,0,0,0,0,236640,9909
7745,7746,80000,1,2,1,54,0,0,0,0,0,0,0,147468,10305
7746,7747,170000,2,1,1,31,1,-2,-2,-2,-2,-2,0,0,0
7747,7748,400000,1,1,1,54,-2,-2,-2,-2,-2,-2,0,91924,91068
7748,7749,500000,2,2,1,41,0,0,0,0,0,0,0,510628,14761
7749,7750,250000,1,3,1,44,-1,-1,-1,-1,-1,-1,1,97381,93213
7750,7751,80000,2,2,2,22,0,0,0,0,0,0,0,287690,8500
7752,7753,120000,1,3,2,44,4,3,2,0,0,0,1,728410,133477
7753,7754,310000,1,2,1,44,0,0,0,0,0,0,0,53240,14000
7754,7755,20000,1,2,2,22,0,0,-2,-2,-1,-1,0,17867,4643
7755,7756,60000,2,2,2,29,-1,2,2,-1,2,2,0,16191,5444
7756,7757,460000,2,1,2,29,0,0,0,0,0,0,0,1000570,43117
7757,7758,220000,1,2,1,40,-1,-1,-1,-1,-1,-1,0,31960,36752
7758,7759,220000,1,1,2,32,0,0,0,0,0,0,1,1049198,152000
7759,7760,20000,1,2,2,33,1,2,0,0,0,-2,0,60946,1183
7760,7761,80000,1,3,1,38,-1,-1,2,0,-1,2,1,38449,23387
7761,7762,220000,1,1,2,31,-1,-1,-1,-1,-1,-1,0,33190,29448
7762,7763,20000,1,2,2,23,0,0,0,0,0,0,0,85608,12201
7763,7764,100000,2,2,2,26,0,0,0,0,0,0,0,299092,12000
7764,7765,230000,2,1,2,31,0,0,0,0,0,0,0,459658,18128
7765,7766,300000,2,2,1,40,0,0,0,0,0,-1,0,875751,257620
7766,7767,20000,1,2,2,24,0,-1,-1,-1,-1,-1,0,4472,1950
7767,7768,160000,1,1,2,29,-1,-1,-1,0,-1,-1,0,6728,6728
7768,7769,70000,2,2,1,27,1,2,0,0,2,2,1,318792,17381
7769,7770,240000,2,2,2,37,0,0,0,0,0,0,0,1703651,61102
7770,7771,100000,1,2,2,25,-1,-1,-1,0,0,0,0,97292,32526
7771,7772,220000,1,2,2,30,-2,-2,-2,-2,-2,-2,0,99930,20085
7772,7773,50000,1,2,2,42,0,0,0,0,0,0,0,38955,5243
7773,7774,80000,2,3,1,44,-1,-1,-1,-2,-2,-2,0,11567,5837
7774,7775,130000,1,1,2,28,2,2,2,-2,-2,-2,1,216794,0
7775,7776,30000,2,2,2,23,1,2,0,0,2,2,0,166383,7700
7776,7777,360000,2,2,1,46,1,-2,-2,-2,-2,-2,1,0,0
7777,7778,280000,1,2,1,34,0,0,0,0,0,0,1,741779,26202
7778,7779,230000,1,1,1,45,0,0,0,0,0,0,0,278381,11015
7779,7780,30000,2,1,2,24,-1,-1,-1,-1,-1,-1,0,29323,28866
7780,7781,70000,2,2,1,28,0,0,0,0,0,0,1,198285,14016
7781,7782,100000,1,2,2,32,0,0,0,0,0,0,0,274769,10166
7782,7783,50000,1,2,2,27,0,0,0,-1,2,0,1,277283,58570
7783,7784,150000,2,2,2,26,-2,-2,-2,-2,-2,-2,0,221,0
7784,7785,20000,1,2,2,46,-1,-1,-1,0,0,-2,1,2730,1170
7786,7787,90000,2,2,2,25,2,2,2,0,0,0,1,259102,9101
7787,7788,50000,1,3,2,49,0,0,0,0,0,0,0,135223,24300
7788,7789,200000,1,1,1,49,2,2,2,2,2,2,1,15000,0
7789,7790,250000,2,2,2,26,0,0,0,0,0,-1,0,127902,10692
7790,7791,140000,2,1,1,32,1,-2,-2,-2,-2,-2,0,0,0
7791,7792,320000,2,2,1,44,-1,-1,-1,-1,0,-1,0,2772,2376
7792,7793,20000,2,2,1,22,2,2,2,2,2,2,1,122340,5152
7793,7794,80000,2,2,2,26,0,0,0,0,0,0,0,278645,16566
7794,7795,300000,2,2,2,36,1,-2,-1,-1,-1,-1,0,105250,107163
7795,7796,500000,2,1,1,38,0,0,0,2,-1,-1,0,222958,70304
7796,7797,30000,1,2,2,22,1,-1,0,0,0,0,0,60326,27134
7798,7799,40000,1,2,1,25,0,0,0,0,0,2,0,230404,9973
7799,7800,20000,2,2,2,22,0,0,0,0,-2,-1,0,65852,21322
7800,7801,470000,2,1,2,39,-1,-1,-1,-1,-1,-1,0,19755,20935
7801,7802,200000,2,1,2,42,-1,-1,-1,-1,-1,-1,1,7939,9144
7802,7803,50000,2,2,2,31,2,2,2,2,2,2,1,194889,8800
7803,7804,130000,2,2,1,36,0,0,0,0,0,0,0,138384,10936
7804,7805,100000,2,2,1,33,-2,-2,-2,-2,-2,-1,0,20890,15436
7805,7806,160000,1,1,2,29,-1,-1,-1,-1,-1,0,0,1740,1352
7806,7807,50000,1,3,2,26,0,0,0,0,0,-1,0,114791,24969
7807,7808,180000,1,1,1,42,0,0,0,0,0,0,0,572997,20717
7808,7809,50000,1,3,2,29,0,0,0,0,0,0,0,173245,8000
7809,7810,70000,2,3,1,40,0,0,0,0,0,0,0,337435,11857
7810,7811,270000,1,2,1,53,2,2,2,2,2,2,1,1316830,43500
7811,7812,210000,2,2,1,48,-2,-2,-2,-2,-2,-2,0,580,540
7812,7813,70000,2,2,1,43,0,0,0,0,0,-1,0,179920,46488
7813,7814,160000,2,1,2,31,-1,-1,-1,-1,0,-1,0,33817,26905
7814,7815,30000,2,2,1,27,0,0,0,0,0,0,0,58716,19403
7815,7816,250000,1,1,2,29,-1,-1,-1,-1,-1,0,0,27525,16197
7816,7817,10000,2,3,1,51,1,2,0,0,2,2,0,23011,5170
7817,7818,50000,1,2,2,27,1,2,2,2,2,2,0,113324,5741
7818,7819,120000,1,3,1,38,-1,-1,-1,-1,0,-1,0,40380,31777
7819,7820,50000,1,2,2,28,0,0,0,0,0,0,0,256104,10001
7820,7821,250000,1,1,2,36,0,0,0,0,0,0,0,652470,23800
7821,7822,20000,1,2,2,48,-1,-1,2,0,0,-2,1,3120,1170
7822,7823,70000,2,2,2,25,0,0,0,0,0,0,0,116994,13010
7823,7824,50000,1,2,2,46,-1,-1,0,0,0,0,0,110046,33927
7824,7825,110000,1,2,2,41,0,0,0,0,0,0,0,731024,46509
7825,7826,100000,2,1,2,32,1,2,0,0,-1,0,0,99175,42317
7826,7827,20000,1,2,1,31,-2,-2,-2,-2,-1,-1,0,1727,2528
7827,7828,120000,2,2,1,25,0,0,0,0,0,0,0,408469,59281
7828,7829,50000,1,2,2,26,0,0,0,-1,-1,-1,0,29120,26800
7829,7830,140000,1,2,1,29,1,2,2,2,2,2,1,452667,17863
7830,7831,140000,1,2,1,34,-1,-1,-1,-1,-1,-1,1,14531,14111
7831,7832,250000,2,1,1,39,0,0,0,0,0,0,0,1143816,50743
7832,7833,180000,2,2,2,30,0,0,0,0,0,0,0,273695,12905
7833,7834,130000,1,2,2,26,0,0,0,-2,-2,-2,0,110748,1650
7834,7835,200000,1,1,2,27,-2,-2,-2,-2,-2,-2,0,34303,35057
7835,7836,100000,2,1,2,26,0,0,2,2,2,0,0,413347,16690
7836,7837,20000,1,2,2,23,-1,0,0,0,0,0,0,76159,33500
7837,7838,290000,2,3,2,27,0,0,0,-1,-1,-1,0,300033,219219
7838,7839,110000,1,1,1,46,0,0,0,0,0,0,0,497256,17703
7839,7840,30000,2,2,2,27,2,2,5,5,4,3,0,5700,0
7840,7841,150000,2,3,2,23,0,0,0,0,0,0,0,99246,78932
7841,7842,150000,2,2,2,34,-1,-1,-1,-1,-1,-1,0,13228,21428
7842,7843,120000,2,1,2,25,1,-2,-2,-2,-2,-2,1,0,0
7843,7844,280000,1,2,1,28,0,0,0,0,0,0,0,158901,7600
7844,7845,90000,2,2,1,36,1,-2,-2,-2,-2,-1,0,-746,4330
7845,7846,130000,1,2,1,39,0,-1,-1,-1,-1,-1,0,12846,2340
7846,7847,30000,1,2,2,24,1,2,2,2,0,0,1,168918,6150
7847,7848,100000,1,1,1,25,-1,0,0,0,-2,-2,0,173950,4110
7848,7849,30000,2,1,2,27,0,0,0,0,0,2,1,132734,10000
7849,7850,90000,2,2,1,28,0,0,0,0,0,0,0,193887,10600
7850,7851,160000,2,2,1,25,4,3,2,0,0,0,0,517316,3849
7851,7852,260000,1,1,1,51,-1,-1,-1,-1,-1,-2,0,7402,6750
7852,7853,50000,1,1,2,28,2,0,0,0,0,0,1,226329,10700
7853,7854,260000,1,3,2,27,0,0,0,0,0,0,0,838464,31632
7854,7855,220000,2,1,2,35,-1,-1,-1,-1,-1,-1,0,33197,31494
7855,7856,20000,2,2,2,22,0,0,0,0,0,0,0,118040,6721
7856,7857,300000,2,1,2,25,1,5,4,3,2,3,1,1850895,20000
7857,7858,250000,2,1,2,31,1,-2,-2,-2,-2,-2,0,-1774,486
7858,7859,200000,1,2,2,30,-1,-1,-1,-1,-1,-1,0,2080,2496
7859,7860,20000,2,2,2,21,0,0,2,0,0,0,0,76516,9600
7860,7861,50000,1,2,2,25,3,3,2,2,2,0,1,165850,6100
7861,7862,100000,2,3,2,28,0,-1,-1,0,0,0,0,183853,223623
7862,7863,170000,1,2,1,37,0,0,0,0,0,0,0,847993,31528
7863,7864,120000,1,1,1,37,0,0,0,0,0,0,0,460121,26100
7864,7865,120000,2,2,2,38,0,0,0,0,0,0,0,153922,6457
7865,7866,50000,1,2,2,26,0,0,0,0,2,0,0,132306,6102
7866,7867,260000,2,1,2,28,0,0,0,0,0,0,0,323114,14466
7867,7868,60000,2,2,2,44,0,0,0,-1,-1,-2,0,179720,6630
7868,7869,120000,2,2,2,28,-1,2,2,-2,-2,-2,1,400,0
7869,7870,220000,2,3,1,47,-1,-1,-1,-1,-1,-1,0,422929,432723
7870,7871,200000,1,1,2,26,-1,-1,-2,-2,-2,-2,0,-706,0
7871,7872,90000,2,2,1,45,0,0,0,0,-1,0,0,399849,129109
7872,7873,310000,2,1,1,25,0,0,0,0,0,0,0,798289,21663
7873,7874,110000,2,2,1,34,0,0,0,0,0,0,0,122047,5626
7874,7875,140000,2,2,2,42,0,0,0,0,0,0,0,162570,7130
7875,7876,160000,2,1,1,51,0,0,-1,-1,-1,0,0,154279,19403
7876,7877,80000,2,2,2,24,2,2,2,2,2,2,1,155451,9100
7877,7878,500000,2,1,1,36,0,0,0,0,0,0,0,1337091,205103
7878,7879,130000,1,2,2,29,0,0,0,0,0,0,0,698299,27105
7879,7880,240000,2,2,1,44,0,0,0,2,0,0,0,1332991,52022
7880,7881,50000,2,2,2,24,2,2,7,7,7,7,1,14400,0
7881,7882,180000,2,1,1,42,1,-1,-1,-2,-2,-2,0,2490,2490
7882,7883,240000,1,2,2,33,-1,-1,-1,0,-1,-1,1,54420,57235
7883,7884,180000,1,2,1,30,0,0,0,0,0,0,0,561970,21468
7884,7885,130000,1,2,2,33,0,0,0,0,0,0,0,723860,28650
7885,7886,50000,2,1,2,24,0,0,0,-2,-2,-2,1,26296,7522
7886,7887,500000,1,1,2,34,-1,-1,-1,2,0,-1,0,324786,280815
7887,7888,200000,1,2,1,29,0,0,0,0,0,2,0,1079630,47000
7888,7889,220000,2,1,2,29,-2,-2,-2,-2,-2,-2,0,70848,73957
7889,7890,70000,1,2,1,33,0,0,2,0,0,0,0,143817,7803
7890,7891,440000,1,1,1,31,-1,0,0,0,0,-1,0,79280,14152
7892,7893,50000,2,2,2,23,0,0,0,0,0,0,0,162128,5654
7893,7894,120000,2,2,2,23,0,0,0,0,0,0,0,399331,52000
7894,7895,80000,2,3,1,44,-1,-1,-1,-1,-1,-1,0,58991,61892
7895,7896,170000,2,2,1,27,0,0,0,0,0,0,0,881467,35078
7896,7897,160000,1,1,2,41,-1,-1,-1,-1,-1,-1,1,2272,1980
7897,7898,280000,1,1,2,29,-1,2,-1,-1,-1,0,1,90518,53809
7898,7899,40000,2,2,1,47,2,2,2,2,0,0,1,197069,8701
7899,7900,80000,2,3,1,53,0,0,0,0,0,0,0,413909,22000
7900,7901,210000,2,2,1,40,-1,-1,-1,-1,-1,-1,0,21708,10053
7901,7902,60000,2,2,1,29,2,2,2,2,2,2,1,303107,11520
7902,7903,20000,2,2,1,40,0,0,0,0,0,0,1,96271,4165
7903,7904,230000,2,2,2,36,1,-2,-2,-2,-1,-1,0,19677,19781
7904,7905,90000,2,1,1,50,0,0,0,0,0,0,0,387793,19300
7905,7906,170000,2,1,1,35,-1,-1,-1,-1,-1,-1,0,6683,8317
7906,7907,70000,2,2,2,22,0,0,0,0,0,0,0,206331,7191
7907,7908,50000,1,2,2,29,0,0,2,2,2,0,0,159848,8422
7908,7909,140000,2,1,1,48,-2,-2,-2,-2,-1,-1,0,13575,8232
7909,7910,50000,2,3,2,55,0,0,0,0,0,0,0,229745,10013
7910,7911,270000,2,1,2,45,0,0,0,0,0,0,0,569296,112173
7911,7912,170000,2,2,1,49,2,2,0,0,0,0,1,693003,19100
7912,7913,180000,2,1,2,27,0,0,0,0,0,0,0,580129,21613
7913,7914,80000,2,1,2,29,-1,-1,-1,-1,-1,-1,0,15430,16405
7914,7915,450000,2,1,2,37,-1,0,0,0,0,0,0,361265,112772
7915,7916,400000,1,1,2,29,-1,-1,-1,-1,0,-1,0,57966,99693
7916,7917,400000,2,2,2,35,-1,2,-1,-1,-1,2,0,19673,15204
7917,7918,60000,1,3,2,25,0,0,0,0,0,0,0,262240,12459
7918,7919,110000,1,1,2,25,0,0,0,0,0,0,0,342147,19500
7919,7920,60000,2,2,2,24,0,0,0,0,0,0,0,148181,9124
7920,7921,140000,1,1,2,37,0,-1,0,0,0,0,1,290512,75243
7921,7922,20000,1,2,1,24,0,0,0,0,0,0,1,72987,6000
7922,7923,50000,1,1,2,30,0,0,0,2,2,2,1,342551,14700
7923,7924,30000,2,3,2,53,0,0,0,0,2,0,0,140919,7382
7924,7925,210000,2,2,2,26,0,0,0,0,0,0,0,929747,35205
7925,7926,50000,1,2,2,36,2,2,2,2,2,2,1,207076,9000
7926,7927,200000,1,1,2,30,-1,-1,-1,-2,-1,2,0,25819,32570
7927,7928,120000,2,3,1,50,0,0,0,0,0,0,0,462846,12628
7928,7929,200000,2,1,2,29,-1,-1,-1,-1,-2,-1,1,14199,5227
7929,7930,180000,2,2,1,35,-1,-1,-1,-1,-2,-1,0,3230,1364
7930,7931,440000,2,2,1,47,1,-1,-1,-1,-1,-1,1,5335,7026
7931,7932,150000,2,2,2,22,0,0,0,-1,0,0,0,81185,40204
7932,7933,130000,1,1,1,70,1,-2,-2,-2,-2,-2,1,0,0
7933,7934,50000,2,2,1,26,0,0,0,0,0,0,0,76843,39000
7934,7935,180000,2,2,2,28,1,2,-1,-1,-1,0,1,54649,26242
7935,7936,80000,2,2,2,24,0,0,0,0,0,0,0,389101,14710
7936,7937,170000,2,1,2,29,-2,-2,-2,-1,0,0,0,19909,10426
